doi_origem,doi_referencia,titulo_referencia,ano_referencia,fontes,n_fontes
10.1016/j.eswa.2025.128404,,Scaling AI adoption in finance: Modelling framework and implementation study,2025,crossref,1
10.1016/j.eswa.2025.128404,,Practices for governing agentic AI systems,2023,crossref,1
10.1016/j.eswa.2025.128404,,Exploring the role of judgement and shared situation awareness when working with AI recommender systems,2024,crossref,1
10.1016/j.eswa.2025.128404,,Intelligence without reason,1995,crossref,1
10.1016/j.eswa.2025.128404,,"G. Team, et al. (2024). Gemini: A family of highly capable multimodal models. 2312.11805.",,crossref,1
10.1016/j.eswa.2025.128404,,Marine unit offensive operation simulation based on multi-agent,2017,crossref,1
10.1016/j.eswa.2025.128404,,A cooperative multi-agent q-learning control framework for real-time energy management in energy communities,2024,crossref,1
10.1016/j.eswa.2025.128404,,"Touvron, H., Lavril, T., Izacard, G., Martinet, X., Lachaux, M.-A., Lacroix, T., Rozière, B., Goyal, N., Hambro, E., Azhar, F. et al. (2023). Llama: Open and efficient foundation language models. arXi",,crossref,1
10.1016/j.eswa.2025.128404,,Forward-looking and backward-looking responsibility attribution in multi-agent sequential decision making,2023,crossref,1
10.1016/j.eswa.2025.128404,,On the planning abilities of large language models: a critical investigation,2023,crossref,1
10.1016/j.eswa.2025.128404,,A deep reinforcement learning blind AI in darefightingICE,2022,crossref,1
10.1016/j.eswa.2025.128404,,Attention is all you need,2017,crossref,1
10.1016/j.eswa.2025.128404,,A language model’s guide through latent space,2024,crossref,1
10.1016/j.eswa.2025.128404,,"von Rütte, D., Anagnostidis, S., Bachmann, G., & Hofmann, T. (2024). A language model’s guide through latent space. arXiv preprint arXiv: 2402.14433.",,crossref,1
10.1016/j.eswa.2025.128404,,Smart fire evacuation service based on internet of things computing for web3d,2019,crossref,1
10.1016/j.eswa.2025.128404,,From the origin of life to pandemics: emergent phenomena in complex systems,2022,crossref,1
10.1016/j.eswa.2025.128404,,"Youvan, D. C. (2024). From aristotle to AI: A philosophical journey of holism and reductionism in the context of emergent phenomena.",,crossref,1
10.1016/j.eswa.2025.128404,,Distilling and retrieving generalizable knowledge for robot manipulation via language corrections,2024,crossref,1
10.1016/j.eswa.2025.128404,,"Zhang, C., Vinyals, O., Munos, R., & Bengio, S. (2018). A study on overfitting in deep reinforcement learning. arXiv preprint arXiv:1804.06893.",,crossref,1
10.1016/j.eswa.2025.128404,,"Zhang, R., Tang, S., Liu, Y., Niyato, D., Xiong, Z., Sun, S., Mao, S., & Han, Z. (2025). Toward agentic AI: Generative information retrieval inspired intelligent communications and networking. arXiv p",,crossref,1
10.1016/j.eswa.2025.128404,,"Nguyen, Z., Annunziata, A., Luong, V., Dinh, S., Le, Q., Ha, A.H., Le, C., Phan, H.A., Raghavan, S., Nguyen, C., (2024). Enhancing Q&A with domain-specific fine-tuning and iterative reasoning: a compa",,crossref,1
10.1016/j.eswa.2025.128404,,Proceedings of the 13th International Conference on Neural Information Processing Systems,2000,openalex,1
10.1016/j.eswa.2025.128404,,Smart Fire Evacuation Service Based on Internet of Things Computing for Web3D,2019,openalex,1
10.1016/j.eswa.2025.128404,,Proceedings of the 19th International Joint Conference on Artificial Intelligence,2005,openalex,1
10.1016/j.eswa.2025.128404,,Proceedings of the 2013 international conference on Autonomous agents and multi-agent systems,2013,openalex,1
10.1016/j.eswa.2025.128404,,Language Models as Zero-Shot Planners: Extracting Actionable Knowledge for Embodied Agents,2022,s2,1
10.1016/j.eswa.2025.128404,,Learning Transferable Visual Models From Natural Language Supervision,2021,s2,1
10.1016/j.eswa.2025.128404,,Monotonic Value Function Factorisation for Deep Multi-Agent Reinforcement Learning,2020,s2,1
10.1016/j.eswa.2025.128404,,Smart Fire Evacuation Service Based on Internet of Things Computing for Web3D,2019,s2,1
10.1016/j.eswa.2025.128404,,Attention is All you Need,2017,s2,1
10.1016/j.eswa.2025.128404,,Stabilising Experience Replay for Deep Multi-Agent Reinforcement Learning,2017,s2,1
10.1016/j.eswa.2025.128404,,Multi-Agent Artificial Intelligence in Pursuit Strategies: Breaking through the Stalemate,2014,s2,1
10.1016/j.eswa.2025.128404,,Future directions in cloud networking for AI and LLM applications,2024,s2,1
10.1016/j.eswa.2025.128404,,Understanding How Task Dimensions Impact Automation Preferences with a Conversational Task Assistant,2023,s2,1
10.1016/j.eswa.2025.128404,,Drawcto: A Multi-Agent Co-Creative AI for Collaborative Non-Representational Art,2021,s2,1
10.1016/j.eswa.2025.128404,,AI­chatbots on the services frontline addressing the challenges and opportunities of agency,2021,s2,1
10.1016/j.eswa.2025.128404,,Practices for Governing Agentic AI Systems,,s2,1
10.1038/s41598-026-45937-9,10.5220/0006634301080116,,,crossref,1
10.1038/s41598-026-45937-9,10.1145/2503210.2503280,Scalable parallel graph partitioning,2013,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.3233/ao-130124,"Exposing, formalizing and reasoning over the latent semantics of tags in multimodal data sources",2013,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1109/milcis.2015.7348942,UNSW-NB15: a comprehensive data set for network intrusion detection systems (UNSW-NB15 network data set),2015,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1109/milcom.2016.7795481,CyberVAN: A Cyber Security Virtual Assured Network testbed,2016,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1177/1094342015597082,An embedded sectioning scheme for multiprocessor topology-aware mapping of irregular applications,2017,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1109/cahpc.2018.8645916,A Scalability and Sensitivity Study of Parallel Geometric Algorithms for Graph Partitioning,2018,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1109/gncc42960.2018.9019052,Multi-Agent based Information Warfare System Modeling and Simulation,2018,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1109/ipdpsw.2018.00053,Spectral Graph Drawing: Building Blocks and Performance Analysis,2018,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.5220/0006639801080116,Toward Generating a New Intrusion Detection Dataset and Intrusion Traffic Characterization,2018,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1007/978-3-030-30719-6_4,Lecture Notes in Computer Science 11830,2019,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1109/bibe.2019.00021,Exploring Machine Learning Techniques to Improve Peptide Identification,2019,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1109/access.2020.3029765,Multi-Agent Based Cyber Attack Detection and Mitigation for Distribution Automation System,2020,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1145/3424954.3424959,AIT Cyber Range,2020,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1145/3404397.3404471,Fast Spectral Graph Layout on Multicore Platforms,2020,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1007/978-981-16-0422-5_1,Pandora: A Cyber Range Environment for the Safe Testing and Deployment of Autonomous Cyber Attack Tools,2020,s2,1
10.1038/s41598-026-45937-9,10.3390/app11041809,"Cyber Ranges and TestBeds for Education, Training, and Research",2021,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1016/j.ijepes.2021.107113,Reinforcement-learning-based dynamic defense strategy of multistage game against dynamic load altering attack,2021,crossref;s2,2
10.1038/s41598-026-45937-9,10.2478/jaiscr-2021-0008,A Survey on Multi-Agent Based Collaborative Intrusion Detection Systems,2021,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.32604/iasc.2022.020780,Analyzing the Data of Software Security Life-Span: Quantum Computing Era,2022,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.31449/inf.v46i2.3603,Deep Reinforcement Learning-based anomaly detection for Video Surveillance,2022,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.24818/basiq/2022/08/093,Cyber Range as a Competency Based Education Instrument in Cyber Security,2022,s2,1
10.1038/s41598-026-45937-9,10.1109/ic3i59117.2023.10397669,Evaluating the Factors of CGTMSE Scheme in Bank by Using Fuzzy AHP,2023,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1007/s10207-023-00680-4,Cyber range design framework for cyber security education and training,2023,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.47672/ejt.1486,Machine Learning in Cybersecurity: Techniques and Challenges,2023,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.3390/fi16070231,Exploring the Architectural Composition of Cyber Ranges: A Systematic Review,2024,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1007/s41870-024-02002-w,Analyze quantum security in software design using fuzzy-AHP,2024,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1016/j.csa.2023.100031,"Cyber security: State of the art, challenges and future directions",2024,crossref;openalex,2
10.1038/s41598-026-45937-9,10.1007/978-981-97-4522-7_6,"A Survey of Cyber Range: Current Status, Analysis, and Future Trends",2024,crossref;openalex,2
10.1038/s41598-026-45937-9,10.3390/electronics13193867,A Study on Designing Cyber Training and Cyber Range to Effectively Respond to Cyber Threats,2024,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.3390/jcp4030029,GoibhniUWE: A Lightweight and Modular Container-Based Cyber Range,2024,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1145/3700666.3700691,Identifying Proteotypic Peptides via Deep Learning,2024,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.18653/v1/2024.acl-long.812,"PsySafe: A Comprehensive Framework for Psychological-based Attack, Defense, and Evaluation of Multi-agent System Safety",2024,crossref;openalex,2
10.1038/s41598-026-45937-9,10.4018/979-8-3373-0588-2,Integrating Artificial Intelligence in Cybersecurity and Forensic Practices,2024,crossref;openalex,2
10.1038/s41598-026-45937-9,10.48550/arxiv.2401.11880,"PsySafe: A Comprehensive Framework for Psychological-based Attack, Defense, and Evaluation of Multi-agent System Safety",2024,s2,1
10.1038/s41598-026-45937-9,10.6028/nist.sp.800-61r3.ipd,Incident Response Recommendations and Considerations for Cybersecurity Risk Management:,2024,s2,1
10.1038/s41598-026-45937-9,10.1093/rasti/rzaf043,Detecting polar ring galaxies via deep learning,2025,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.3390/encyclopedia5040162,Classifying Cyber Ranges: A Case-Based Analysis Using the UWF Cyber Range,2025,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1109/ticps.2024.3514552,"An Overview of Security Threats, Attack Detection and Defense for Large-Scale Multi-Agent Systems (LSMAS) in Internet of Things (IoT)",2025,crossref;openalex,2
10.1038/s41598-026-45937-9,10.1007/978-981-95-0615-6_5,Moving Target Defense Based on Artificial Intelligence,2025,crossref;openalex,2
10.1038/s41598-026-45937-9,10.1109/rws66711.2025.11304446,CySIDER: Cybersecurity Situational Intelligence Framework for DER Networks,2025,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1109/raid67961.2025.00029,Scalable and Generalizable RL Agents for Attack Path Discovery via Continuous Invariant Spaces,2025,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.6028/nist.sp.800-61r3,Incident response recommendations and considerations for cybersecurity risk management :,2025,crossref;openalex,2
10.1038/s41598-026-45937-9,10.1007/978-981-96-3284-8_33,Application of Reinforcement Learning in Adaptive Cyber Defence Mechanism,2025,crossref;openalex,2
10.1038/s41598-026-45937-9,10.4018/979-8-3373-0954-5.ch008,Reinforcement Learning for Adaptive Cyber Defense Training Autonomous Systems for Dynamic Threat Response and Strategy Optimization,2025,crossref;openalex,2
10.1038/s41598-026-45937-9,10.62411/jcta.12560,Adaptive Cyber Defense using Advanced Deep Reinforcement Learning Algorithms: A Real-Time Comparative Analysis,2025,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.1109/jiot.2025.3542119,Defending Against APT Attacks in Cloud Computing Environments Using Grouped Multiagent Deep Reinforcement Learning,2025,crossref;openalex;s2,3
10.1038/s41598-026-45937-9,10.48047/ijcnis.17.7.78,AI-Driven Autonomous Incident Response: Revolutionizing Cybersecurity Operations with Real-Time Threat Mitigation,2025,s2,1
10.1038/s41598-026-45937-9,10.54364/aaiml.2025.53228,The AIM-PRISM Framework: A Novel Strategic Model for Machine Learning and Artificial Intelligence Deployment in National Infrastructure Cybersecurity,2025,s2,1
10.1038/s41598-026-45937-9,,"Lateș, I. & Boja, C. Cyber range as a competency based education instrument in cyber security. In 8th BASIQ International Conference on New Trends in Sustainable Business and Consumption, 703–710 (202",,crossref,1
10.1038/s41598-026-45937-9,,"Wooldridge, M. An Introduction to MultiAgent Systems 2nd edn (Wiley, 2009).",,crossref,1
10.1038/s41598-026-45937-9,,"Waizel, G. Bridging the AI divide: The evolving arms race between AI-driven cyber attacks and AI-powered cybersecurity defenses. In Machine Intelligence & Security for Smart Cities (TRUST), 141–156 (2",,crossref,1
10.1038/s41598-026-45937-9,,Security in Computing and Communication,2020,crossref,1
10.1038/s41598-026-45937-9,,"Tian, J. & Zhu, Q. Reinforcement learning for cybersecurity: A review. Computers & Security 106, 102280 (2021).",2021,crossref,1
10.1038/s41598-026-45937-9,,"Kirmani, S. & Shankar, M. Generating keywords by associative context with input words. Google Patents (2022).",,crossref,1
10.1038/s41598-026-45937-9,,"Verma, S. AI-driven autonomous incident response: Revolutionizing cybersecurity operations with real-time threat mitigation. Int. J. Commun. Networks Inf. Secur. 17, 69–78 (2025).",2025,crossref,1
10.1038/s41598-026-45937-9,,Revolutionizing Cybersecurity With Deep Learning and Large Language Models,2025,crossref,1
10.1038/s41598-026-45937-9,,"Al-Thani, G. M. The AIM-PRISM framework: A novel strategic model for machine learning and artificial intelligence deployment in national infrastructure cybersecurity. Adv. Artif. Intell. Mach. Learn. ",2025,crossref,1
10.1038/s41598-026-45937-9,,Application of reinforcement learning in adaptive cyber defence mechanism,2025,s2,1
10.1038/s41598-026-45937-9,,AI automated incident response and threat mitigation using AI,2025,s2,1
10.1038/s41598-026-45937-9,,Integrating Artificial Intelligence in Cybersecurity and Forensic Practices,2025,s2,1
10.1038/s41598-026-45937-9,,AI-driven moving target defense for VANETs: Route mutation via multiagent reinforcement learning,2025,s2,1
10.1038/s41598-026-45937-9,,"Cyber security: State of the art, challenges and future directions",2024,s2,1
10.1038/s41598-026-45937-9,,Generating keywords by associative context with input words. Google Patents (2022).,2020,s2,1
10.1038/s41598-026-45937-9,,Bridging the AI divide: The evolving arms race between AI-driven cyber attacks and AI-powered cybersecurity defenses,,s2,1
10.1038/s41598-026-45937-9,,"An overview of security threats, attack detection and defense for large-scale multi-agent systems in IoT",,s2,1
10.1038/s41598-026-45937-9,,Fig. 8 . Step-by-Step Procedure for Developing the AI-driven Multi-Agent System (MAS),,s2,1
10.1038/s41598-026-45937-9,,"A survey of cyber range: Current status, analysis, and future trends",,s2,1
10.1109/tsc.2025.3631913,10.1145/3501297,,,crossref,1
10.1109/tsc.2025.3631913,10.1109/issre.2019.00023,,,crossref,1
10.1109/tsc.2025.3631913,10.1109/icse-seip52600.2021.00038,,,crossref,1
10.1109/tsc.2025.3631913,10.1109/icse-seip52600.2021.00028,,,crossref,1
10.1109/tsc.2025.3631913,10.1109/dsn.2007.103,What Supercomputers Say: A Study of Five System Logs,2007,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1016/j.infsof.2008.09.009,Systematic literature reviews in software engineering – A systematic literature review,2008,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1007/s10791-008-9066-8,A comparison of extrinsic clustering evaluation metrics based on formal constraints,2008,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/1629575.1629587,Detecting large-scale system problems by mining console logs,2009,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/hipc.2010.5713159,Diagnosing the root-causes of failures from cluster log files,2010,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1016/j.eswa.2012.08.010,Risk evaluation approaches in failure mode and effects analysis: A literature review,2012,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/msr.2013.6624036,Improving bug localization using correlations in crash reports,2013,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/2494232.2465753,Root cause detection in a service-oriented architecture,2013,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/2492248.2492263,Empirical study of root cause analysis of software failure,2013,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/iscc.2015.7405523,Events and causal factors charting of kernel traces for root cause analysis,2015,crossref;openalex,2
10.1109/tsc.2025.3631913,10.4135/9781483346366.n137,Pareto Analysis,2015,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/ic2e.2016.12,LOGAN: Problem Diagnosis in the Cloud Using Log-Based Reference Models,2016,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/tsc.2016.2607739,<i>CauseInfer</i>: Automated End-to-End Performance Diagnosis with Hierarchical Causality Graph in Cloud Environment,2016,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/2884781.2884795,iDice,2016,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/2931037.2931051,Practitioners' expectations on automated fault localization,2016,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/mcom.2017.1700066,Root Cause Analysis of Network Failures Using Machine Learning and Summarization Techniques,2017,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/icebe.2017.52,LogDC: Problem Diagnosis for Declartively-Deployed Cloud Applications with Log,2017,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/icws.2017.12,An Approach for Anomaly Diagnosis Based on Hybrid Graph Model with Logs for Distributed Services,2017,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1016/j.jss.2016.12.005,Creating an invalid defect classification model using text mining on server development,2017,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3236024.3236083,Identifying impactful service system problems via log analysis,2018,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/ms.2018.2141030,Microservices,2018,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1007/978-3-030-03596-9_1,Microscope: Pinpoint Performance Issues with Causal Graphs in Micro-service Environments,2018,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/access.2018.2804764,HotSpot: Anomaly Localization for Additive KPIs With Multi-Dimensional Attributes,2018,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1108/ijlss-10-2017-0114,A systematic approach to root cause analysis using 3 × 5 why’s technique,2018,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1016/j.measurement.2019.107198,Challenges and recommended technologies for the industrial internet of things: A comprehensive review,2019,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1016/j.csi.2019.103377,A serious game for teaching the fundamentals of ISO/IEC/IEEE 29148 systems and software engineering – Lifecycle processes – Requirements engineering at undergraduate level,2019,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/icse.2019.00031,Mining Historical Test Logs to Predict Bugs and Localize Faults in the Test Logs,2019,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/ase.2019.00056,Root Cause Localization for Unreproducible Builds via Causality Analysis Over System Call Tracing,2019,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3308558.3313653,?-Diagnosis: Unsupervised and Real-time Diagnosis of Small- window Long-tail Latency in Large-scale Microservice Platforms,2019,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1016/j.jss.2019.03.002,"Not all bugs are the same: Understanding, characterizing, and classifying bug types",2019,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/issre.2019.00015,Generic and Robust Localization of Multi-dimensional Root Causes,2019,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/icse-seip.2019.00021,Tools and Benchmarks for Automated Log Parsing,2019,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3338906.3338961,Latent error prediction and fault localization for microservice applications by learning from system trace logs,2019,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3341301.3359650,The inflection point hypothesis,2019,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/issre.2019.00014,FluxRank: A Widely-Deployable Framework to Automatically Localizing Root Cause Machines for Software Service Failure Mitigation,2019,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/icacccn51052.2020.9362931,Comparative Analysis of Software Life Cycle Models,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.46586/tches.v2021.i1.192-216,Fault Injection as an Oscilloscope: Fault Correlation Analysis,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/tdsc.2020.3025289,Fault Injection Analytics: A Novel Approach to Discover Failure Modes in Cloud-Computing Systems,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/dsn48063.2020.00051,Chaser: An Enhanced Fault Injection Tool for Tracing Soft Errors in MPI Applications,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1007/s10115-019-01426-2,Enhancing supervised bug localization with metadata and stack-trace,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3368089.3417066,Graph-based trace analysis for microservice architecture understanding and problem diagnosis,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3366423.3380111,AutoMAP: Diagnose Your Microservice-based Web Applications Automatically,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/noms47738.2020.9110353,MicroRCA: Root Cause Localization of Performance Issues in Microservices,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3368089.3409768,Identifying linked incidents in large-scale online service systems,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3368089.3417054,How to mitigate the incident? an effective troubleshooting guide recommendation technique for online service systems,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/issrew51248.2020.00067,Root cause prediction based on bug reports,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3368089.3417061,Efficient customer incident triage via linking with system incidents,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/issre5003.2020.00014,Unsupervised Detection of Microservice Trace Anomalies through Service-Level Deep Bayesian Networks,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1108/ecam-01-2020-0058,Understanding and visualizing schedule deviations in construction projects using fault tree analysis,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1504/ijfip.2020.111221,Fishbone diagram for technological analysis and foresight,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1159/000508677,How Much of Root Cause Analysis Translates into Improved Patient Safety: A Systematic Review,2020,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3468264.3473919,Onion: identifying incident-indicating logs for cloud systems,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1016/j.cie.2021.107580,A big data-driven root cause analysis system: Application of Machine Learning in quality problem solving,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/issre52982.2021.00017,How Long Will it Take to Mitigate this Incident for Online Service Systems?,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/issre52982.2021.00022,Identifying Root-Cause Metrics for Incident Diagnosis in Online Service Systems,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1007/978-3-030-76352-7_17,Localization of Operational Faults in Cloud Applications by Mining Causal Dependencies in Logs Using Golden Signals,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/cloudintelligence52565.2021.00016,TraceLingo: Trace representation and learning for performance issue diagnosis in cloud services,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/icse43902.2021.00117,Automatic Solution Summarization for Crash Bugs,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3442381.3449905,MicroRank: End-to-End Latency Issue Localization with Extended Spectrum Analysis in Microservice Environments,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/iwqos52092.2021.9521340,Practical Root Cause Localization for Microservice Systems via Trace Analysis,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/icse-seip52600.2021.00043,MicroHECL: High-Efficient Root Cause Localization in Large-Scale Microservice Systems,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3460319.3464805,"Faster, deeper, easier: crowdsourcing diagnosis of microservice kernel failure from user space",2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/issre52982.2021.00046,CloudPin: A Root Cause Localization Framework of Shared Bandwidth Package Traffic Anomalies in Public Cloud Networks,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/cloudintelligence52565.2021.00015,MicroDiag: Fine-grained Performance Diagnosis for Microservice Systems,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1007/s10664-021-10010-8,Why and what happened? Aiding bug comprehension with automated category and causal link identification,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.3390/math9141644,Severity Prediction for Bug Reports Using Multi-Aspect Features: A Deep Learning Approach,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/dsn-s52858.2021.00027,Near-Realtime Server Reboot Monitoring and Root Cause Analysis in a Large-Scale System,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3477132.3483577,Understanding and Detecting Software Upgrade Failures in Distributed Systems,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3459637.3481903,CloudRCA,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/ase51524.2021.9678708,Groot: An Event-graph-based Approach for Root Cause Analysis in Industrial Settings,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/ase51524.2021.9678746,Graph-based Incident Aggregation for Large-Scale Online Service Systems,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/ictc52510.2021.9621097,An Empirical Study on Root Cause Analysis and Prediction of Network Failure Using Deep Learning,2021,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3510003.3510110,PerfSig,2022,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3534678.3539041,Causal Inference-Based Root Cause Analysis for Online Service Systems with Intervention Recognition,2022,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3510457.3513030,Mining root cause knowledge from cloud service incident investigations for AIOps,2022,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1007/s10664-021-10082-6,An empirical study of the effectiveness of IR-based bug localization for large-scale industrial projects,2022,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3510003.3510132,BuildSheriff,2022,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3510457.3513051,Automatically identifying shared root causes of test breakages in SAP HANA,2022,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/tse.2023.3241299,TrinityRCL: Multi-Granular and Code-Level Root Cause Localization Using Multiple Types of Telemetry Data in Microservice Systems,2023,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/icse48619.2023.00150,Eadro: An End-to-End Troubleshooting Framework for Microservices on Multi-source Data,2023,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1109/icse48619.2023.00149,Recommending Root-Cause and Mitigation Steps for Cloud Incidents using Large Language Models,2023,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1002/spe.3400,Explaining Microservices' Cascading Failures From Their Logs,2024,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3674726,HeMiRCA: Fine-Grained Root Cause Analysis for Microservices with Heterogeneous Data Sources,2024,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1016/j.jss.2024.112145,MicroIRC: Instance-level Root Cause Localization for Microservice Systems,2024,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3597503.3639088,Trace-based Multi-Dimensional Root Cause Localization of Performance Issues in Microservice Systems,2024,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3637528.3671530,Microservice Root Cause Analysis With Limited Observability Through Intervention Recognition in the Latent Space,2024,crossref;openalex,2
10.1109/tsc.2025.3631913,10.1145/3663529.3663841,Exploring LLM-Based Agents for Root Cause Analysis,2024,crossref;openalex,2
10.1109/tsc.2025.3631913,,Software framework to support operations of nanosatellite formations,2022,crossref,1
